stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,12.26,0,53.12,0,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,32.69,85.81,0,0,0,0,32.69,412.73,0,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,21.4,6.42,0,32.09,6.42,11.77,0,3.21,0,0,0,0,0,0,6.42,0,13.91,56.7,2.14,67.4,0,7.49,2.14,1.07,683.6,247.12,2.14,4.28,0,47.07,3.21,0,27.81,4.28,1.07,6.42,0,0,0
21Day,16.06,1.34,1.34,58.9,4.02,30.79,0,17.4,1.34,2.68,0,0,5.35,1.34,20.08,2.68,1.34,16.06,6.69,76.3,0,0,10.71,0,123.15,61.57,2.68,2.68,0,30.79,8.03,1.34,18.74,5.35,14.72,5.35,0,0,4.02
3Month,0.96,9.28,2.24,95.02,0.32,0,1.92,2.88,11.52,11.52,1.28,0,87.03,12.16,4.48,37.11,5.76,35.51,14.4,41.91,9.92,0,9.6,7.36,8,3.2,5.44,5.76,0,0.64,3.52,80.63,0.96,0,0,0.96,14.4,21.76,17.6
22Month,0,14.21,2.73,28.43,0.55,0,1.09,3.28,3.28,18.59,13.67,0,177.12,4.92,8.75,33.35,3.83,4.92,19.13,28.43,1.64,5.47,4.92,0.55,8.2,1.09,7.65,7.11,0.55,2.73,0,22.96,2.19,2.73,0,0,0.55,0,4.92
