stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,510.8,4.09,8.17,0,0,0,24.52,0,4.09,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,38.51,0,3.21,0,0,0,0,0,0,0,0,0,0,768.11,0,12.84,0,0,34.23,21.4,0,6.42,0,0,4.28,0,0,0,0,0
21Day,9.37,0,0,248.97,0,25.43,0,1.34,0,2.68,0,2.68,0,2.68,5.35,6.69,1985.04,5.35,20.08,2.68,0,25.43,13.39,0,6.69,13.39,0,5.35,4.02,16.06,0,0,2.68
3Month,0,0.32,1.6,280.6,0.32,0,1.28,0,5.44,0.64,0,7.36,2.56,0.64,2.56,14.08,13.12,1.6,1.28,0.64,2.24,1.92,0.32,1.28,0,1.6,15.04,0,0,0,0.96,0.96,0.32
22Month,0,0,2.19,57.95,1.09,0,0.55,0,3.83,0.55,3.28,11.48,0,0,1.09,1.64,8.2,0.55,1.64,0,0,0,0.55,1.09,0,0,0.55,0,0,0,0,0,0
