stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,36.78,0,28.6,0,0,0,0,0,0,0,0,0,0,8.17,28.6,32.69,110.33,0,0,0,0,24.52,682.43,0,0,12.26,0,0,0,0,0,4.09,0,0,0
72hpf,16.05,5.35,0,13.91,4.28,3.21,0,0,1.07,0,1.07,0,1.07,0,5.35,31.02,2.14,42.79,0,5.35,0,0,102.7,169.03,0,0,22.47,0,0,8.56,0,0,2.14,0,0,0
21Day,16.06,0,0,37.48,6.69,26.77,25.43,0,0,0,1.34,0,10.71,1.34,2.68,10.71,8.03,78.97,0,0,6.69,0,25.43,46.85,0,2.68,29.45,5.35,4.02,13.39,0,1.34,0,0,0,5.35
3Month,0.32,0.32,0,12.16,0,0,1.92,0.96,3.2,0,8,2.24,1.6,1.6,0.96,3.52,4.8,4.48,0.96,0,0.64,0.96,0.32,0.64,0.64,0.64,0.32,1.6,177.89,0.32,0,0,0,3.84,34.23,2.56
22Month,0,3.28,1.09,9.84,0,0,4.37,0,49.2,1.64,29.52,4.92,6.56,4.92,1.09,0,14.76,8.75,0,2.19,1.64,0,1.09,0,1.64,2.19,0.55,0,8.75,1.09,0.55,0,0,0,0,1.64
