stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte
24hpf,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,4.09,20.43,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,1.07,0,0,0,0,0,0,0,0,2.14,0,2.14,0,0,34.23,6.42,0,4.28,0,0,0,0,0,0,0
21Day,0,0,5.35,0,0,0,1.34,0,0,0,0,0,0,9.37,0,0,18.74,2.68,0,0,2.68,1.34,1.34,1.34,1.34,0,0
3Month,0.32,0,10.88,0.64,0.64,0,8.96,0.64,0.32,6.4,0.64,1.92,1.28,2.56,0.64,0.96,3.52,0.32,0.64,0,0,17.6,0.96,0,0,1.6,12.48
22Month,0,0.55,0,0,0.55,0,3.28,0.55,0.55,2.19,0,0,0.55,2.19,0,0,0,0,0,0,0.55,5.47,0,0,0,0,0
