stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,12.26,130.76,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,1.07,3.21,1.07,0,0,0,0,0,0,0,0,0,0,1.07,115.54,0,7.49,0,1.07,0,0,86.65,29.95,0,0,14.98,0,0,8.56,0,0,0,0,0
21Day,20.08,1.34,0,29.45,1.34,14.72,0,1.34,0,0,1.34,0,0,1.34,1.34,2.68,1.34,504.63,4.02,65.59,0,1.34,1.34,0,68.27,5.35,0,1.34,82.99,5.35,1.34,0,6.69,1.34,0,0,0
3Month,0,1.6,2.24,10.24,0,0,0.32,0.32,0.32,2.56,2.24,0.32,17.92,2.24,0.64,6.08,0.96,229.4,2.88,3.52,1.92,0,0.32,0.64,0,0.32,0,0.32,0.96,2.88,18.88,0.32,0,0,1.6,10.88,3.2
22Month,0,2.73,0.55,18.04,0,0,0,2.73,0,6.01,8.75,1.09,75.44,1.64,3.83,6.01,0,277.7,10.39,9.29,0.55,4.37,2.19,0,0.55,0,2.19,0,0,0.55,13.12,0.55,0,0,0,0,2.73
