stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,0,0,0,0,0,93.99,0,0,4.09,0,0,0,0,0,0,0
72hpf,2.14,0,0,7.49,0,0,0,0,0,0,1.07,0,0,0,5.35,12.84,1.07,7.49,0,2.14,0,0,36.37,18.19,0,0,1.07,0,0,2.14,0,0,0,0
21Day,12.05,0,1.34,24.09,13.39,0,14.72,0,1.34,0,4.02,0,5.35,6.69,4.02,14.72,4.02,25.43,0,0,1.34,1.34,21.42,25.43,1.34,1.34,6.69,2.68,0,0,1.34,0,0,1.34
3Month,0.32,0.64,0.32,14.08,0,0.32,0,2.88,3.84,0,20.48,5.12,0.64,5.44,0.96,4.48,5.12,2.24,0.64,0,2.56,2.88,1.28,0.32,0.96,0.64,0,2.24,10.56,0,0,3.2,3.2,1.92
22Month,0.55,2.19,1.09,3.28,0,0,0,1.09,3.28,2.73,70.52,1.09,1.64,7.65,0,0.55,4.37,4.37,0,1.64,1.64,0,0,0.55,0.55,0.55,0.55,0,6.01,0.55,0,0.55,0,1.64
