stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,4.28,0,9.63,0,10.7,0,0,0,0,0,0,0,0,2.14,11.77,3.21,32.09,0,0,7.49,2.14,44.93,20.33,0,1.07,3275.7,2.14,0,5.35,0,1.07,0,0,0
21Day,2.68,0,0,8.03,4.02,6.69,0,0,1.34,0,1.34,0,2.68,0,0,4.02,6.69,58.9,0,0,61.57,0,8.03,2.68,0,1.34,1204.68,6.69,5.35,0,6.69,1.34,0,0,1.34
3Month,0,4.16,0,8.96,0,0,0,0.32,3.84,0,12.16,3.84,0.32,3.52,0.64,4.16,10.56,142.06,8.64,0,110.7,4.8,0.32,0.32,1.6,0,495.92,0.64,13.76,0.64,0,0.32,3.2,6.4,2.24
22Month,0.55,1.09,1.09,8.2,0,0,0.55,1.09,4.37,2.19,41.55,5.47,0.55,6.56,0,0.55,10.39,21.87,0.55,1.09,73.25,1.09,0.55,0,0.55,0.55,488.16,1.64,10.39,0,0,0,8.75,0,2.19
