stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1005.26,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,53.12,0,0,0,0,4.09,147.11,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,454.66,0,0,3.21,5.35,0,0,0,0,0,0,0,0,0,2.14,1.07,0,17.12,0,2.14,2.14,0,31.02,23.54,0,0,14.98,0,0,10.7,0,0,0,0,0
21Day,309.2,0,0,12.05,4.02,0,1.34,0,0,0,0,0,1.34,0,1.34,10.71,0,16.06,0,0,4.02,0,12.05,5.35,0,0,2.68,4.02,0,0,0,2.68,0,0,2.68
3Month,44.15,0.64,0.32,11.84,0,0.32,0,1.28,2.88,0,20.8,5.12,0.32,6.4,0.32,2.88,2.24,4.16,1.92,0.32,10.88,7.04,0.64,0,0.64,0,0,1.28,75.51,0,0,0,2.88,184.29,2.24
22Month,22.41,1.09,1.64,4.37,0,0,1.09,0,8.2,6.56,101.68,4.37,0,7.65,0,3.28,6.56,10.39,0.55,4.37,5.47,0,1.64,1.09,2.19,0.55,1.64,1.09,37.72,0,0.55,0,0,0.55,1.09
