stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,12.26,16.35,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,4.28,0,0,0,0,0,0,0,1.07,0,0,2.14,0,2.14,0,0,0,0,312.38,13.91,0,0,17.12,0,0,1.07,1.07,0,0,0
21Day,0,1.34,0,1.34,0,0,0,0,0,0,0,0,0,1.34,0,0,1.34,1.34,0,0,0,0,46.85,1.34,1.34,1.34,0,0,0,0,0,0,0,0
3Month,0,1.28,0,5.12,0,0,0,12.16,3.2,0,8.96,0.96,0.32,13.76,0.32,1.6,0.96,2.88,0.96,0,0.32,0.64,34.87,0,8.32,20.16,0,0.64,5.44,0,0,0,0.64,1.92
22Month,1.09,0.55,1.09,5.47,0,0.55,0.55,6.56,3.28,1.64,56.85,2.19,0.55,13.67,0,1.09,1.64,8.75,0,1.64,0.55,0,37.17,0,6.56,56.85,0,0,10.39,0.55,0,0.55,0,0.55
