stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,44.95,0,0,4.09,32.69,478.11,0,0,16.35,0,0,0,0,0,0
72hpf,4.28,3.21,0,8.56,3.21,3.21,0,0,0,0,0,0,0,1.07,0,2.14,5.35,0,27.81,0,0,0,49.21,119.82,0,1.07,14.98,0,0,7.49,0,0,0
21Day,13.39,2.68,0,13.39,0,20.08,0,9.37,0,0,0,1.34,0,4.02,1.34,1.34,6.69,2.68,29.45,0,0,0,18.74,66.93,0,1.34,5.35,1.34,2.68,1.34,0,0,1.34
3Month,0,1.28,0,27.84,0,0,0.32,0.32,2.24,6.4,0,12.16,3.2,2.24,3.84,3.52,5.76,7.68,7.68,2.56,1.28,0.32,3.84,0,0.64,0,0,0.32,119.98,0.96,2.24,209.25,11.52
22Month,0,1.64,0.55,6.01,0,0,0,1.09,1.64,8.2,1.64,28.97,2.73,3.83,3.28,0,0,9.29,7.11,0,0.55,0.55,0.55,0.55,0.55,1.64,0,0.55,22.96,0.55,0.55,1.64,1.64
