stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,1798.02,0,57.21,0,0,0,0,0,0,0,0,4.09,0,0,0,0,8.17,20.43,890.84,0,0,0,0,20.43,404.55,0,0,0,134.85,0,0,0,0,0,0,0,0,0
72hpf,4.28,426.85,0,4.28,0,5.35,0,0,0,0,0,0,0,0,0,0,0,4.28,1.07,181.86,0,0,2.14,0,38.51,25.67,0,0,0,68.47,0,0,0,1.07,0,4.28,0,0,0
21Day,2.68,165.98,0,1.34,1.34,9.37,0,1.34,0,0,0,0,1.34,0,0,0,0,0,1.34,85.67,0,0,8.03,0,17.4,2.68,0,0,0,13.39,4.02,0,0,1.34,1.34,4.02,0,0,0
3Month,0.32,906.1,0.64,20.8,0.64,0,0.64,0,0.32,2.56,5.44,0,21.44,12.8,0,8.64,1.92,11.84,10.88,10.88,1.6,0,3.84,2.24,3.84,0,0.32,0.96,0,1.6,1.92,0.32,58.87,1.6,0.32,0.96,3.84,6.72,4.16
22Month,0,1782.64,1.09,14.21,0.55,0,3.28,0.55,0,2.19,14.21,4.37,89.1,8.2,2.73,9.29,0,4.37,10.39,15.31,1.64,1.64,5.47,0,0,0,1.64,0.55,3.28,0.55,1.09,0,90.2,1.09,0.55,1.09,0.55,0,7.11
