stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1189.14,4.09,0,98.07,0,0,0,4.09,0,0,0,0,0,0,0,8.17,73.56,4.09,36.78,0,0,0,0,12.26,118.51,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,501.73,2.14,0,32.09,1.07,2.14,0,0,0,0,0,0,0,0,0,3.21,359.45,3.21,6.42,0,0,1.07,0,23.54,14.98,0,0,0,6.42,0,1.07,3.21,0,0,3.21,0,0,0
21Day,309.2,1.34,0,21.42,0,5.35,0,0,0,0,0,2.68,0,2.68,1.34,4.02,52.2,1.34,17.4,0,0,2.68,1.34,9.37,2.68,5.35,1.34,0,22.76,4.02,6.69,0,1.34,4.02,2.68,0,0,8.03
3Month,5.12,3.2,0.32,9.92,0,0,0.64,0,0.64,2.24,0.32,32.63,6.72,0.32,2.24,1.28,5.44,3.2,10.88,0.32,0,6.08,0,0.32,0.32,16.32,0.32,0,0.32,2.24,40.31,0.32,0.32,0,0.32,1.92,72.31,45.75
22Month,2.19,3.28,0.55,7.11,0,0,0.55,0,1.09,3.28,0,184.22,3.83,0,2.19,0.55,0.55,4.37,36.63,0,1.09,3.83,0,1.09,0,14.21,0.55,1.09,0,0.55,68.33,2.19,0.55,0,0,0.55,0,47.56
