stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,16.35,16.35,0,0,0,0,12.26,118.51,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,1.07,6.42,0,7.49,0,1.07,0,0,27.81,29.95,0,0,0,6.42,1.07,0,3.21,1.07,0,0,0
21Day,12.05,1.34,0,21.42,0,9.37,0,1.34,0,0,0,1.34,0,5.35,1.34,1.34,9.37,2.68,17.4,0,0,0,0,14.72,12.05,0,0,0,8.03,4.02,0,6.69,0,0,0,2.68
3Month,0,1.6,0.32,10.56,0,0,0,0,2.24,1.6,0,42.55,2.24,0.32,6.72,1.28,2.88,3.2,6.72,0.96,0,0.64,2.24,1.92,0,1.6,0.64,0,0.32,0.64,14.08,0,0,1.28,10.56,1.6
22Month,0.55,2.73,1.64,7.65,0,0,0.55,0,0.55,4.37,1.09,148.14,0.55,0.55,6.01,1.64,1.64,6.01,4.92,0,2.19,0,0.55,0.55,0.55,2.19,0.55,0.55,0.55,0,0.55,1.09,0,0,0,1.64
