stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,32.69,0,0,20.43,0,4.09,0,0,0,0,16.35,0,0,0,0,0,12.26,8.17,53.12,0,0,0,0,36.78,359.6,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,16.05,1.07,0,12.84,4.28,6.42,0,0,0,0,0,3.21,0,0,0,33.16,19.26,1.07,18.19,0,10.7,0,0,701.78,68.47,2.14,5.35,0,10.7,3.21,2.14,19.26,7.49,6.42,1.07,0,0
21Day,12.05,0,1.34,14.72,0,1.34,0,0,1.34,1.34,0,2.68,0,1.34,2.68,2.68,2.68,0,13.39,0,0,1.34,0,108.42,20.08,0,1.34,0,6.69,6.69,1.34,2.68,0,4.02,1.34,0,0
3Month,0,0.32,2.24,36.15,0,0,0.32,5.12,1.28,0.64,0,8,1.6,0.64,10.56,5.76,2.88,0.64,1.92,0.32,0,0,0.32,3.84,0.32,1.92,0.96,0,0,0.96,82.23,0,0,0,0,1.6,0.96
22Month,0,0,0.55,15.85,0,0,0,6.01,2.19,1.64,0,26.24,0,2.19,9.84,1.09,0.55,0.55,2.19,0,1.64,0,0,2.73,1.09,3.83,3.83,4.92,0,0,7.11,0.55,0.55,0,0,0,0
