stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,151.2,0,0,0,0,40.86,57.21,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,86.65,6.42,5.35,0,0,0,0,0,1.07,0,0,0,8.56,17.12,1.07,213.96,0,6.42,6.42,0,56.7,31.02,2.14,0,0,50.28,0,0,0,0,0,9.63,0,0,0
21Day,4.02,0,1.34,133.85,1.34,0,0,0,0,0,0,1.34,0,1.34,0,1.34,17.4,1.34,123.15,0,0,20.08,0,16.06,4.02,4.02,0,0,17.4,1.34,0,1.34,1.34,2.68,1.34,0,0,2.68
3Month,0,4.16,0.96,43.83,0,0,0.32,0.64,1.92,0.64,0,4.8,1.28,0,3.2,1.92,8.96,0.64,8.64,2.56,0,3.2,0.64,0,0.32,3.2,0,0,0.64,0.96,2.56,0.64,0,0,0.64,0.64,0.96,1.92
22Month,0,2.19,0.55,45.92,0,0,0,0,2.73,2.73,0,147.05,2.19,0,7.11,0.55,3.28,3.28,7.11,0.55,2.73,6.01,2.19,0.55,0,8.75,1.64,0.55,0,0,1.09,5.47,0,0,0,0.55,0,1.09
