stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,65.38,4.09,0,0,0,0,0,0,0,40.86,0,0,0,0,8.17,36.78,8.17,0,0,0,0,0,0,277.88,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,50.28,0,1.07,0,0,0,0,5.35,8.56,0,0,2.14,2.14,0,0,1.07,1.07,0,0,0
21Day,0,0,0,36.14,5.35,2.68,0,2.68,0,0,1.34,0,0,2.68,0,1.34,6.69,5.35,9.37,1.34,8.03,0,0,0,0,6.69,4.02,0,0,1.34,0,0,1.34,0,0,0,0,1.34
3Month,0.32,1.6,7.04,50.87,0.96,0,1.6,0,0,8.32,4.16,0,0,122.22,2.88,0,63.35,2.56,9.92,5.12,5.12,0.32,0.64,0.96,2.88,0.96,1.6,2.24,0,0.32,5.12,34.87,0.32,0,0,1.28,3.84,3.2
22Month,0,2.73,2.19,16.4,0.55,0,3.28,0,0.55,3.83,3.83,6.01,0,339.47,1.64,1.64,13.67,0,2.73,6.01,4.37,0.55,6.01,1.09,0,1.64,0,1.64,2.73,0,0,3.28,0.55,1.09,0,0.55,0,1.09
