stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,1.07,0,1.07,0,0,2.14,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,5.35,6.42,0,0,0,2.14,0,0,1.07,0,0,0,0,0
21Day,6.69,0,0,14.72,0,8.03,0,1.34,0,0,0,0,1.34,0,6.69,0,0,4.02,0,30.79,0,0,5.35,0,21.42,9.37,0,2.68,0,14.72,1.34,0,2.68,0,2.68,0,0,6.69
3Month,0.32,11.2,1.6,34.55,0.64,0,0.32,3.2,0,3.52,22.08,0.96,22.72,16.64,2.24,19.52,2.24,8.64,21.44,28.16,7.04,0,4.8,3.52,1.28,0.64,4.16,3.52,0,0.96,1.6,11.52,0.32,0,0,7.36,1.6,16.32
22Month,0.55,42.64,0.55,38.27,0.55,0,5.47,3.83,0.55,3.28,108.78,4.37,149.24,41,18.59,33.35,1.09,4.92,85.82,88.56,3.28,6.01,14.21,0,6.56,1.09,8.2,20.77,0.55,2.73,0,23.51,5.47,0.55,0.55,7.11,0,19.68
