stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,20.43,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,12.26,24.52,0,0,0,0,12.26,130.76,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,6.42,0,10.7,0,13.91,0,0,0,0,1.07,0,0,0,0,0,0,5.35,23.54,5.35,17.12,0,4.28,0,0,17.12,25.67,0,1.07,0,17.12,0,0,12.84,2.14,0,0,0
21Day,2.68,4.02,1.34,16.06,0,12.05,0,4.02,0,0,1.34,1.34,0,2.68,1.34,5.35,1.34,8.03,4.02,9.37,16.06,0,0,1.34,0,10.71,5.35,1.34,0,0,5.35,2.68,0,5.35,2.68,0,0,2.68
3Month,0.32,4.48,3.52,34.23,0,0,0.32,0.32,0.64,11.2,21.12,0,0,105.58,11.84,1.6,23.36,2.24,15.68,20.8,21.76,3.52,0.32,4.48,2.24,0,0.64,1.6,0.64,0,0.64,3.52,24.32,0.96,0.96,2.88,0.96,6.08
22Month,0,4.92,0.55,9.29,0,0,1.64,1.09,0,3.28,11.48,1.09,0,98.4,7.11,1.64,16.95,2.19,4.37,14.76,10.93,0,2.19,0.55,0,0.55,0,2.19,0,1.09,0,0,9.29,1.64,0,0,0,4.37
