stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,77.64,0,0,4.09,0,0,0,0,0,0,0,0,0,16.35,0,0,12.26,0,0,0,0,4.09,12.26,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,63.12,3.21,0,6.42,109.12,1.07,0,0,0,0,0,0,0,0,23.54,2.14,8.56,0,1.07,2.14,0,11.77,11.77,25.67,0,13.91,0,1.07,1.07,1.07,1.07,0,0,0,0
21Day,49.53,0,0,38.82,85.67,1.34,0,0,0,1.34,0,10.71,1.34,0,13.39,2.68,24.09,0,2.68,4.02,0,6.69,8.03,2.68,0,17.4,6.69,13.39,2.68,0,1.34,0,0,0,0
3Month,0,0.64,0.32,64.31,28.8,0,2.24,3.52,0.64,11.84,3.52,0.32,5.44,3.2,12.16,2.56,4.48,10.88,0.64,1.28,3.84,0.96,0.32,18.24,0.32,0.64,3.84,255.32,0.64,0,0,0.32,1.6,200.61,7.68
22Month,0,2.73,0,31.71,7.65,0,0.55,8.2,1.64,27.88,0.55,0.55,2.19,0,1.64,4.92,10.93,1.64,0,0.55,0,0.55,0,26.79,1.09,0,0,82,0.55,0,0,0,0.55,1.64,1.09
