stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,5.35,0,0,0,0,0,0,0,0,0,0,8.56,2.14,4.28,0,0,0,0,194.7,14.98,359.45,0,7.49,0,0,4.28,0,0,1.07,0,0,0
21Day,0,0,0,17.4,2.68,0,0,0,0,0,5.35,0,0,0,0,5.35,0,24.09,0,0,0,0,68.27,4.02,414.95,0,4.02,10.71,0,0,0,29.45,0,0,0,1.34
3Month,0.32,0.96,5.12,16.96,0,0.64,1.28,8.96,0.32,0,46.39,21.44,0.32,37.75,0.64,3.84,1.92,8.32,2.88,0,4.8,12.48,2.56,0,1567.11,1.6,0.64,5.12,5.12,0.32,0,0,0,0.64,8,12.48
22Month,2.73,0.55,2.19,8.75,0,1.64,4.92,5.47,0,0,34.99,2.19,0.55,62.32,0,0,2.19,6.01,0,1.09,5.47,0,3.83,0,1051.22,0,0,0.55,4.37,0,0.55,0,0,0,0,2.19
