stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,2.14,22.47,0,59.91,2.14,0,8.56,4.28,0,0,0,8.56,0,0,0,0,0,0,0,0,0
21Day,4.02,5.35,0,5.35,4.02,0,0,0,0,0,0,61.57,0,0,0,2.68,8.03,8.03,58.9,0,1.34,199.44,0,16.06,12.05,0,0,0,1.34,8.03,0,0,0,0,2.68,0,0,2.68
3Month,0.96,17.92,19.2,280.92,0,17.6,2.24,1.28,19.84,24,0.96,6727.25,24.32,4.16,79.35,13.76,32.63,38.07,150.06,6.4,18.56,93.75,13.12,4.48,0.64,2.88,5.44,0,3.52,76.47,0.32,18.24,3.2,0.32,1.6,16.32,8.64,24.96
22Month,2.73,28.43,8.75,327.45,0,25.15,2.73,0,9.29,54.12,10.39,7397.88,7.65,2.73,30.61,1.64,6.01,21.32,40.45,1.09,312.14,25.69,0,3.83,0.55,3.83,8.75,5.47,1.64,7.65,0,4.92,3.28,4.37,0,0,0,14.21
