stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,24.52,0,0,0,8.17,192.06,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,1.07,0,7.49,16.05,0,0,0,3.21,0,0,1.07,2.14,0,0,0,0,0
21Day,1.34,2.68,0,9.37,0,10.71,0,4.02,0,0,0,0,0,1.34,0,1.34,1.34,6.69,10.71,0,0,0,16.06,16.06,0,0,0,1.34,0,0,1.34,0,1.34,0,0,0,1.34
3Month,0,2.56,0.96,19.52,0.32,0,1.92,0.32,3.52,4.48,0,14.08,2.24,1.28,15.04,2.24,4.8,6.72,7.68,0.64,2.56,1.92,0.64,0,1.6,0.96,0,0.32,0,55.35,0,0,0,0.32,3.52,28.48,4.48
22Month,0,2.73,0.55,6.01,0,0,3.28,0.55,0,9.84,1.64,29.52,2.73,2.19,2.19,1.09,2.19,4.92,2.19,0,0.55,0,1.09,0,1.09,2.73,0.55,0,0.55,0.55,1.09,0,0,0,0,1.09,0.55
