stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,4.09,24.52,4.09,0,0,4.09,290.13,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,8.56,0,0,6.42,0,1.07,0,0,0,0,0,0,0,0,0,4.28,5.35,1.07,27.81,1.07,1.07,1.07,95.21,63.12,0,1.07,13.91,0,0,12.84,0,0,0,0,0
21Day,2.68,0,1.34,17.4,4.02,6.69,2.68,0,0,0,0,0,0,1.34,0,0,1.34,1.34,14.72,0,4.02,0,42.83,24.09,0,1.34,13.39,2.68,1.34,5.35,2.68,2.68,0,0,0
3Month,0,0.64,0.32,3.84,0,0,0.32,0.32,0.96,0,0,5.76,0.32,1.28,1.28,0.32,1.92,0.64,0.64,0,0,0.32,0.32,0.32,0.64,0.32,0.32,0,15.36,0,0,0,2.56,2.56,0.96
22Month,0,1.09,0.55,2.19,0,0,0,0,2.73,1.09,0,18.59,0.55,1.09,4.37,0,0.55,2.19,2.19,0,0,0,0,0,0,1.64,0,0,2.73,0,1.09,0,0,0,0.55
