stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,0,0,0,0,17.12,0,0,0,0,0,0,0,0,0,1.07,0,0,0
21Day,0,0,0,1.34,0,2.68,0,0,0,0,0,0,0,0,0,0,8.03,0,0,0,0,24.09,0,0,0,0,0,0,1.34,0,0,0,0,0,0
3Month,0.64,2.88,1.6,16.64,0,0.32,0.64,7.04,0,22.08,7.04,0.64,8.32,2.24,5.44,2.88,4.16,1.28,0,2.24,1.28,0.64,0,0.96,0.96,0,0.32,1.6,10.56,0.32,0,0.32,1.92,3.52,4.16
22Month,0.55,2.73,0.55,13.12,2.19,0.55,0.55,22.96,2.19,101.68,2.73,1.09,10.93,1.64,1.64,7.65,8.75,0,3.83,1.09,0.55,1.64,0.55,2.19,1.09,1.64,0,2.19,6.56,0.55,3.28,0.55,1.09,0,2.19
