stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,114.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,58.84,4.28,1.07,0,0,0,0,0,0,0,0,0,5.35,41.72,2.14,2.14,0,0,0,19.26,7.49,5.35,0,2.14,0,0,1.07,0,2.14,0,0,0
21Day,0,0,0,132.51,0,2.68,0,2.68,0,0,0,0,1.34,0,1.34,0,1.34,0,4.02,0,0,0,14.72,5.35,4.02,0,0,4.02,0,0,2.68,0,0,0,1.34
3Month,0,0.64,0,32.63,0.32,0,0,0,0.32,0.32,0,8,2.88,0,2.56,0.64,1.6,1.92,0.96,0.32,0,0.32,0,0,2.56,0.64,0,0.32,0.64,0,0,0.32,0.64,0.32,0.64
22Month,0.55,2.19,0.55,29.52,0,0,1.64,0,1.09,166.18,1.09,48.65,74.35,1.09,3.28,1.09,1.64,59.59,4.92,0,1.09,1.64,1.09,0.55,7.65,0,1.09,0.55,1.09,0.55,0,0,0,0,3.28
