stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,57.21,0,4.09,0,0,0,0,0,0,0,0,0,0,8.17,0,212.49,0,0,0,16.35,220.67,0,0,0,200.23,0,0,0,0,0,0,0,0,0
72hpf,10.7,41.72,0,73.82,33.16,9.63,0,0,0,1.07,0,0,0,0,0,3.21,37.44,1.07,615.13,0,0,25.67,116.61,102.7,3.21,0,0,630.11,0,1.07,16.05,1.07,0,2.14,0,0,0
21Day,25.43,6.69,1.34,107.08,18.74,18.74,0,4.02,0,1.34,0,2.68,0,10.71,2.68,6.69,25.43,8.03,1521.91,1.34,0,76.3,80.31,40.16,16.06,5.35,0,278.41,56.22,1.34,16.06,5.35,12.05,13.39,1.34,0,5.35
3Month,0.32,4.16,0,9.6,0.32,0,0,0,0.64,1.92,0,10.24,0.96,0.32,2.24,0,9.28,1.28,18.24,8,0,1.28,0,0.32,4.16,0,0,1.6,0.64,10.24,2.88,0,0,0.64,0.64,6.08,0.64
22Month,0.55,3.28,0,4.92,0,0,0.55,0,0,3.83,1.09,39.36,0,0.55,1.64,0,2.19,1.64,28.97,0.55,1.64,1.09,0,0,8.75,2.73,0.55,2.19,1.09,2.73,8.75,0.55,0,0,0,0,0
