stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,1.34,0,0,0,0,0,2.68,0,0,0,0,0,0,1.34,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0.96,1.28,18.56,0,0.64,0,2.56,7.68,0,255.32,8.64,2.24,9.92,2.24,10.24,4.16,9.28,1.6,0.64,2.24,1.28,1.6,0,1.28,0.96,0,0.96,7.36,5.12,0,2.88,1.92,7.36
22Month,1.09,6.01,1.64,15.31,0,2.73,1.09,1.09,13.67,3.83,426.39,6.01,0,19.13,0.55,2.73,10.93,16.95,0,6.01,4.37,0,0.55,0.55,1.64,0.55,0.55,0,0.55,1.09,1.09,0,0,2.19
