stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,32.69,4.09,0,0,0,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,0,3.21,48.14,0,0,0,0,0,0,14.98,6.42,0,0,2.14,0,0,0,0,0,1.07,0,0,0,0
21Day,0,1.34,0,36.14,1.34,4.02,0,1.34,0,1.34,0,0,0,4.02,1.34,2.68,46.85,5.35,8.03,0,0,4.02,0,4.02,2.68,0,1.34,5.35,1.34,0,0,0,0,0,0,0,0,5.35
3Month,0.64,3.52,3.84,101.1,0,0,0.96,0.64,20.48,16.96,0,45.75,22.4,2.56,108.14,6.08,14.72,13.12,10.24,1.6,0,5.12,5.12,0,0.32,4.8,0.64,0.64,0.64,0.32,15.36,0.32,0,0,0,2.56,1.92,25.28
22Month,0,15.85,14.76,77.08,0,0,2.73,1.64,24.05,49.2,6.56,213.2,33.89,12.57,209.92,1.09,8.2,38.27,20.23,1.64,10.39,8.75,0.55,1.09,0,3.28,3.28,1.64,1.09,0,12.57,1.09,0.55,0,0.55,1.64,0,22.41
