stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,16.35,0,0,0,0,8.17,77.64,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,1.07,0,1.07,0,0,0,0,0,1.07,0,0,0,1.07,9.63,1.07,0,0,0,0,5.35,14.98,66.33,0,2.14,0,0,0,0,2.14,0,0,2.14,0,0,0
21Day,0,2.68,0,8.03,1.34,0,0,0,0,0,1.34,0,0,4.02,0,13.39,0,6.69,0,0,0,2.68,4.02,4.02,0,0,0,1.34,0,0,2.68,0,1.34,0,0,0,0
3Month,0.64,3.52,12.48,72.31,0,0.96,6.4,3.52,2.88,0,203.17,5.44,0,117.42,1.92,32.63,2.24,20.8,1.28,0,1.28,242.2,0.96,2.24,0.32,0.64,0,0,4.16,27.2,0.96,0,0,0.64,2.24,75.19,1.28
22Month,1.64,4.37,10.39,17.49,0,1.64,2.73,4.92,3.83,1.64,600.23,1.09,1.09,166.18,2.19,8.75,1.09,4.92,0,11.48,1.64,9.84,0,0,0,0.55,2.73,0,1.64,14.21,3.28,0.55,0,0.55,0.55,0,0.55
