stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,40.86,0,0,0,0,0,4.09,0,0,0,0,12.26,404.55,4.09,4.09,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,13.91,1.07,0,0,0,0,0,0,0,0,0,21.4,272.8,1.07,3.21,0,0,0,0,22.47,8.56,0,0,1.07,0,0,0,0,0,0,0,0
21Day,4.02,0,0,92.36,0,2.68,0,0,0,0,0,0,1.34,0,12.05,78.97,12.05,4.02,0,0,2.68,0,1.34,1.34,1.34,0,0,1.34,5.35,0,1.34,1.34,0,0,1.34
3Month,0,0.32,0.32,121.58,0.32,0,0.96,0.96,0.96,0,12.16,1.92,0.64,2.88,22.4,5.12,1.92,1.28,0.32,0.32,0.64,1.6,1.28,0,1.28,0.32,0,2.24,223.32,0.32,0,0,1.28,207.33,0.96
22Month,0,0.55,0.55,27.33,0,0,0,0.55,2.19,0.55,10.39,0.55,0.55,2.19,4.92,1.09,1.09,1.64,0,2.19,0.55,0,1.09,0,0,0,0,0,26.79,0,0,0,0,0.55,0
