stage,Cardiomyocyte,Epithelial_cell,Hepatocyte,Keratinocyte,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Retinal_cell,Retinal_cone_cell
24hpf,0,0,0,4.09,0,0,8.17,0,0
72hpf,0,0,0,0,0,10.7,0,12.84,10.7
21Day,1.34,1.34,1.34,1.34,1.34,4.02,0,10.71,12.05
