stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,32.69,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,0,28.6,0,0,0,4.09,122.59,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,3.21,9.63,0,7.49,8.56,5.35,0,0,0,0,0,0,0,1.07,0,5.35,19.26,1.07,31.02,0,2.14,0,736.02,46,0,1.07,0,10.7,0,0,8.56,0,2.14,1.07,0,0,0
21Day,5.35,4.02,0,4.02,5.35,5.35,0,0,0,0,0,0,0,1.34,0,0,1.34,0,8.03,0,0,0,133.85,13.39,0,1.34,0,2.68,5.35,1.34,2.68,0,1.34,2.68,0,0,0
3Month,0.64,13.76,0.32,4.8,2.24,0,0,0.32,0.32,0.32,0,3.84,3.84,0.96,0.64,0.96,2.24,1.6,8.64,0,2.24,0.32,6.4,1.6,3.2,1.92,0,0,0.32,55.99,1.92,0,0,2.24,0.64,6.08,1.6
22Month,0,13.67,0,4.92,0,0,0.55,0.55,0.55,3.83,1.64,9.84,3.28,2.73,0.55,0.55,0.55,2.73,2.73,0.55,1.09,0,1.09,1.09,4.92,1.09,2.73,0,0,45.37,8.2,0.55,0,0.55,0,0,0.55
