stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,8.17,0,0,0,12.26,61.3,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,3.21,0,0,0,0,0,0,0,0,1.07,0,1.07,5.35,0,2.14,0,1.07,0,53.49,4.28,0,0,3.21,0,0,0,2.14,0,0,0
21Day,0,0,0,2.68,0,1.34,0,0,0,0,0,0,2.68,1.34,0,2.68,2.68,5.35,0,0,0,8.03,2.68,0,0,0,0,0,0,0,0,0,0
3Month,0,3.84,0.96,20.48,0.96,0.64,2.88,3.52,0,0,12.48,11.52,1.92,1.6,3.2,7.68,24,3.84,2.56,2.24,4.16,0.96,0,0.32,1.92,0,1.28,4.8,0,0.32,2.56,0.64,10.56
22Month,0,28.97,1.09,24.6,0.55,0,2.73,10.93,9.84,0,36.63,11.48,3.83,3.28,1.09,6.01,27.33,15.85,1.09,1.64,0,1.09,0.55,1.09,0.55,0.55,1.09,1.09,1.09,2.73,2.19,0,7.65
