stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,702.86,4.09,0,0,0,0,0,16.35,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,8.56,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,1.34,0,0,0,40.16,0,0,13.39,2.68,0,0,0,4.02,4.02,0,0,1.34,0,1.34,0,0,0,0,0,1.34,0,0,1.34,0,0,0,10.71
3Month,1.28,3.84,1.6,17.28,0.32,0,2.24,0,5.12,897.14,0,27.52,474.48,1.28,11.2,1.6,4.48,47.99,8.32,3.52,0,0.64,3.84,1.92,0,0.32,0.96,0,0,5.76,1.28,26.88,0,0,3.2,8,32.95
22Month,3.28,7.65,1.64,15.31,0.55,0,21.87,0.55,3.28,2582.94,2.19,212.65,366.81,7.11,13.12,2.19,3.28,252.01,7.65,1.09,3.28,3.28,0,2.19,0,1.64,5.47,2.19,0,3.28,0,4.92,3.28,4.37,0.55,0,52.48
