stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,3.21,0,0,6.42,2.14,0,0,0,0,0,0,0,0,1.07,0,0,0
21Day,1.34,1.34,0,0,0,0,0,0,0,0,0,30.79,0,0,2.68,0,4.02,2.68,4.02,0,0,0,0,16.06,5.35,0,0,0,2.68,4.02,0,0,0,0,0,0,1.34
3Month,3.52,9.6,30.4,93.75,0.64,22.08,0.32,0.32,16.96,30.4,0.64,10102.72,47.03,2.88,111.34,17.92,38.71,22.4,49.91,12.48,15.68,25.6,12.48,8.64,0.64,3.84,8,0,1.92,111.02,15.04,3.52,0.96,0.32,16.64,5.44,21.44
22Month,6.01,13.12,12.03,32.8,0,32.8,0.55,0,11.48,28.97,10.93,15651.82,12.03,4.37,75.98,4.37,5.47,26.79,43.19,0.55,321.43,14.21,0.55,2.73,0.55,6.56,13.12,4.92,1.09,14.21,7.11,3.28,3.28,0,1.64,0.55,10.39
