stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,16.35,65.38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,1.07,10.7,2.14,12.84,0,0,0,0,0,0,0,1.07,0,2.14,22.47,2.14,13.91,0,0,2.14,0,886.86,92,3.21,38.51,13.91,0,1.07,84.51,0,0,1.07,0,0,0
21Day,2.68,0,13.39,1.34,8.03,0,2.68,0,2.68,0,0,0,2.68,1.34,2.68,0,4.02,1.34,0,0,1.34,0,271.72,26.77,0,14.72,2.68,13.39,4.02,26.77,4.02,1.34,0,0,0,1.34
3Month,0,0,6.72,0.32,0,0,0,0.64,1.6,0,9.6,1.6,0,3.52,6.08,1.6,0.96,4.16,0.32,0,0.96,3.52,8,0.64,65.59,3.84,0.32,1.28,17.6,0.32,0,0,0,1.6,1.6,1.28
22Month,0,0.55,2.19,0,0,1.64,0,1.09,3.83,5.47,46.47,2.19,0.55,3.83,0.55,1.64,3.28,5.47,0,1.09,0,0,8.75,0,74.89,3.28,0.55,1.09,32.25,2.73,0,0,0,2.19,0,0.55
