stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,12.26,0,0,0,0,12.26,53.12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,4.28,0,1.07,2.14,0,2.14,0,0,0,1.07,0,4.28,24.61,1.07,5.35,0,1.07,1.07,0,63.12,29.95,0,0,0,4.28,0,0,2.14,0,1.07,0,0,0
21Day,1.34,8.03,0,16.06,2.68,4.02,0,0,0,0,0,0,4.02,0,1.34,4.02,1.34,14.72,0,0,0,1.34,13.39,5.35,0,0,0,9.37,1.34,0,5.35,0,4.02,0,0,2.68
3Month,0,0.32,0.64,5.12,0.96,0,0,0,0.96,0.32,10.56,0.32,0,3.2,0.64,2.24,0.32,0.96,0.32,0,0.32,0.96,0,0,0,0.32,0,0,0.64,24.64,0,0,0,1.28,3.52,1.92
22Month,0.55,4.37,0.55,6.01,0,0,0.55,1.64,64.51,6.01,64.51,7.11,4.92,2.19,1.09,2.73,11.48,6.01,0.55,2.19,3.83,0,1.64,0.55,0.55,1.64,1.09,0,0,2.73,1.64,5.47,0,0.55,0,7.65
