stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,8.17,0,0,0,0,16.35,61.3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,14.98,1.07,0,6.42,2.14,8.56,0,0,0,1.07,0,0,0,0,0,3.21,21.4,1.07,17.12,0,0,1.07,1.07,1111.51,49.21,1.07,11.77,82.37,0,0,17.12,3.21,1.07,1.07,0,0,0
21Day,10.71,1.34,0,24.09,0,14.72,0,1.34,0,1.34,0,2.68,1.34,2.68,4.02,2.68,9.37,2.68,45.51,0,0,13.39,0,488.56,9.37,6.69,2.68,21.42,10.71,4.02,14.72,9.37,13.39,0,0,0,2.68
3Month,0,0.96,0.64,10.24,0.32,0,0,0.32,16.32,0.96,3.2,8.64,3.2,0,4.8,0.96,1.92,1.6,5.12,0.32,0,25.6,0.96,22.72,0.32,9.28,1.6,10.88,1.28,18.88,0,0.32,0,0.64,0.32,95.66,0.32
22Month,0,1.09,1.09,7.65,0.55,0,0.55,0,6.01,0,1.09,47.01,1.64,0.55,10.93,0.55,0.55,3.83,8.2,0,2.73,10.93,0,9.29,0,6.56,2.19,2.19,0,12.57,2.19,1.09,0,0,0,0,0.55
