stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,20.43,0,0,0,0,0,16.35,12.26,0,0,0,0,8.17,53.12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,0,0,5.35,0,3.21,0,0,0,0,0,0,0,0,0,0,3.21,22.47,0,3.21,0,0,1.07,118.75,14.98,1.07,0,4.28,0,0,2.14,1.07,0,2.14,0,0,0
21Day,10.71,2.68,1.34,56.22,6.69,37.48,0,2.68,2.68,6.69,0,0,2.68,0,2.68,16.06,2.68,25.43,4.02,38.82,0,8.03,0,95.04,16.06,0,2.68,9.37,6.69,1.34,5.35,0,2.68,0,1.34,0,4.02
3Month,0.32,0.64,0.64,18.56,0.64,0,0,0,5.76,7.04,0,0,34.55,10.24,0.64,12.8,1.6,5.44,1.92,4.48,0,3.2,0.96,0.96,0,1.92,0.32,0,2.24,8.96,0,0,0,0,1.92,2.88,7.04
22Month,0,1.64,0.55,4.37,0,0,1.64,0,4.37,10.39,1.09,0,74.35,1.64,0.55,10.93,1.09,2.19,4.92,6.56,1.09,1.64,0,0,0,1.09,1.09,0,0.55,1.09,2.19,0.55,0,0,0,0,2.73
