stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,20.43,0,8.17,0,0,0,4.09,0,0,0,0,0,0,0,0,0,8.17,40.86,65.38,0,0,0,0,4.09,28.6,0,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,9.63,16.05,0,8.56,1.07,4.28,0,0,0,1.07,1.07,0,0,0,0,0,14.98,59.91,13.91,102.7,0,1.07,6.42,0,24.61,26.74,1.07,0,0,130.51,0,0,5.35,0,2.14,0,0,0
21Day,12.05,9.37,0,168.66,0,6.69,0,4.02,0,1.34,4.02,0,1.34,4.02,10.71,8.03,8.03,58.9,28.11,164.64,0,1.34,37.48,0,36.14,14.72,1.34,0,0,64.25,9.37,0,8.03,2.68,0,4.02,0,4.02
3Month,0.32,8.64,1.28,67.19,0,0,0.96,0,0.32,12.48,12.8,0,15.68,36.15,1.6,21.12,5.12,17.28,29.12,28.48,8.32,0,11.52,3.52,1.28,0.96,3.2,0.64,0,4.48,1.6,4.16,0,0,0,16.64,12.16,5.76
22Month,1.64,21.87,1.64,46.47,1.09,0,0,1.09,0.55,10.39,36.63,23.51,79.81,19.13,2.73,44.28,1.09,10.39,44.28,34.44,2.19,2.19,7.11,0.55,2.19,0.55,4.37,2.19,0.55,4.37,0.55,3.28,2.73,0,0,0.55,0,3.83
