stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,81.73,4.09,0,0,0,0,0,12.26,0,0,0,0,0,4.09,0,44.95,0,0,4.09,143.02,416.81,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,2.14,0,8.56,14.98,0,0,0,0,0,0,0,0,0,0,2.14,31.02,1.07,195.77,0,1.07,17.12,296.33,33.16,2.14,0,58.84,3.21,1.07,7.49,0,1.07,4.28,0,0,0
21Day,14.72,8.03,2.68,40.16,10.71,0,1.34,0,1.34,0,0,4.02,0,0,1.34,0,14.72,4.02,386.84,0,0,169.99,374.79,22.76,4.02,5.35,25.43,18.74,1.34,14.72,4.02,5.35,29.45,0,0,1.34
3Month,0.32,0.64,0,3.84,0,0,0,0.32,1.28,0,0,3.2,0.64,0,0.96,0,0,0.96,5.76,0.32,0.32,2.24,2.24,0.32,0.64,0,0,0,2.24,0,0,0,0,0,1.28,0.32
22Month,0.55,1.09,0,3.28,0,0.55,0.55,0,3.28,2.73,0,26.79,0.55,0.55,0.55,0,0,1.09,14.21,0.55,0,5.47,0.55,0,1.64,0,0,0,2.19,0.55,0,0,0,0.55,0,1.09
