stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,8.17,0,49.04,4.09,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,0,16.35,0,0,0,0,53.12,1773.5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,96.28,7.49,0,56.7,49.21,85.58,0,1.07,0,0,0,0,1.07,0,6.42,0,21.4,141.21,11.77,74.89,0,8.56,4.28,2.14,10430.46,1061.23,17.12,19.26,0,130.51,3.21,1.07,130.51,8.56,9.63,4.28,0,0,1.07
21Day,45.51,2.68,5.35,82.99,49.53,76.3,0,21.42,0,6.69,0,0,8.03,1.34,60.23,5.35,6.69,29.45,13.39,64.25,0,0,4.02,0,2246.06,259.68,6.69,12.05,0,24.09,57.56,1.34,33.46,9.37,32.12,2.68,0,0,14.72
3Month,0.96,2.88,0.64,27.52,16.64,0,0.96,8.32,0.64,3.52,0,0,147.5,7.68,11.2,4.16,4.8,3.2,7.68,10.56,1.6,0,3.2,2.56,23.68,4.8,14.08,6.72,0,0,6.4,32.95,2.88,0.32,0,1.6,0.96,1.28,21.12
22Month,0.55,5.47,2.19,41,3.83,0,1.64,5.47,3.28,12.57,7.65,0,329.63,3.28,30.61,10.39,3.28,1.64,11.48,14.76,0.55,8.75,3.28,1.09,41,4.92,25.15,41,1.64,0,1.09,53.03,19.13,1.09,0,1.64,0.55,0,12.03
