stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,155.28,4.09,0,57.21,0,0,0,0,0,0,0,114.42,0,0,0,0,0,4.09,4.09,36.78,0,0,0,0,8.17,73.56,0,0,8.17,0,0,0,0,0,8.17,0,0,0
72hpf,773.46,8.56,0,23.54,52.42,19.26,0,0,0,10.7,0,0,0,0,0,0,1.07,36.37,4.28,73.82,0,0,0,1.07,634.39,73.82,1.07,4.28,34.23,2.14,1.07,42.79,0,0,19.26,0,0,0
21Day,819.18,10.71,1.34,84.33,18.74,34.8,0,5.35,4.02,33.46,1.34,0,12.05,2.68,12.05,6.69,8.03,22.76,21.42,105.74,0,0,21.42,0,254.32,37.48,5.35,5.35,50.86,34.8,12.05,36.14,5.35,8.03,14.72,0,0,12.05
3Month,15.68,8.64,1.6,103.34,4.48,0,3.52,2.88,60.47,177.25,0,0,40.63,14.08,15.68,20.16,3.52,11.52,26.56,247.32,53.75,0.96,20.16,7.68,5.44,0.96,12.48,2.24,0.96,6.4,159.33,2.56,0,0,5.76,3.84,26.24,7.68
22Month,5.47,8.2,10.93,95.12,2.73,0,4.92,3.28,38.81,198.44,30.61,0,223.58,19.68,29.52,43.19,2.19,7.11,25.69,493.63,6.56,8.2,8.75,1.64,9.84,1.09,18.04,0.55,1.64,3.83,138.3,2.73,0.55,0,0.55,4.37,0,2.73
