stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,32.69,0,4.09,0,0,0,0,0,0,0
72hpf,2.14,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,3.21,3.21,24.61,0,0,3.21,0,11.77,8.56,0,23.54,0,0,3.21,0,0,0,0
21Day,1.34,0,0,16.06,0,2.68,0,1.34,0,0,0,0,0,1.34,0,2.68,10.71,96.37,0,0,14.72,0,5.35,4.02,0,17.4,0,0,0,0,0,0,0
3Month,0,8.32,0.32,22.72,0.32,0,0.64,0,5.76,1.28,8.32,3.2,2.56,2.88,0.32,55.99,9.28,93.11,40.31,0,2.24,0.32,0.64,0.32,0,0.32,1.28,5.76,1.6,0.96,3.2,1.28,1.28
22Month,0,3.28,0.55,11.48,0.55,0,1.09,0,1.09,0,3.28,13.67,0.55,1.09,0.55,32.8,21.32,113.7,5.47,0.55,4.37,0,0,0,2.73,1.09,0.55,1.09,13.12,0,0,0,0
