stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,64.19,0,0,0,0,3.21,3.21,0,1.07,0,0,0,0,0,0
21Day,1.34,0,8.03,1.34,1.34,0,0,0,2.68,1.34,2.68,0,0,215.5,1.34,0,0,0,4.02,1.34,0,0,1.34,0,2.68,0,0,1.34
3Month,0,0,4.16,0,0,0.32,0.32,1.28,3.2,0.32,0,1.28,0.32,105.58,0.64,0.32,0.32,0.32,0.64,0,0,0,2.24,3.52,0,0,0.64,0.96
22Month,0,1.64,1.64,0,0,0,2.19,0.55,11.48,0.55,0,3.28,0,141.58,0,0,0,0,0,0,0.55,0,1.09,0,0,0.55,0,0
