stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,8.17,0,155.28,0,4.09,0,0,0,0,0,0,0,0,0,16.35,130.76,4.09,179.8,0,0,0,159.37,1238.18,0,0,0,57.21,0,0,0,0,0,4.09,0,0,0
72hpf,69.54,6.42,0,68.47,35.3,29.95,0,0,0,0,0,0,0,2.14,0,12.84,147.63,1.07,171.17,0,2.14,1.07,2460.52,439.68,1.07,10.7,0,221.45,0,1.07,87.72,22.47,12.84,17.12,0,0,0
21Day,36.14,0,0,64.25,13.39,18.74,0,0,0,0,0,1.34,0,17.4,4.02,6.69,24.09,9.37,174.01,0,6.69,0,627.77,97.71,5.35,44.17,0,74.96,12.05,0,22.76,14.72,49.53,2.68,0,0,6.69
3Month,1.28,2.88,0,107.82,4.16,0,0.64,1.28,1.92,7.68,0,14.4,5.12,4.48,9.28,12.16,9.28,17.28,120.3,17.6,1.92,1.6,22.72,2.88,11.52,119.34,0,6.72,2.56,63.03,8.64,1.28,0,0.96,5.12,9.28,20.48
22Month,0,3.28,0.55,19.68,0.55,0,0,0,2.73,7.11,3.83,38.81,2.73,6.01,13.67,3.28,0.55,10.93,33.35,5.47,0.55,0,18.04,2.19,9.29,157.44,1.09,2.19,1.09,22.41,19.13,19.13,0,1.09,0.55,0.55,9.29
