stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,1.07,1.07,0,7.49,0,0,1.07,2.14,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,0,1.34,0,8.03,0,4.02,0,0,0,0,0,0,0,6.69,0,1.34,4.02,2.68,1.34,1.34,6.69,0,0,1.34,1.34,1.34,4.02,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,2.88,5.76,152.94,0.64,0,2.56,0.32,0,33.91,23.36,0,0,560.55,15.04,4.8,95.02,4.16,19.84,16.32,11.84,0.64,0.96,21.76,20.16,1.92,1.6,5.44,0.96,0,0.64,9.28,104.3,0.96,0.32,0,5.12,17.28,9.28
22Month,4.92,334.55,17.49,427.48,1.64,0,10.93,6.56,1.09,80.9,184.77,140.49,0,2156.55,45.37,28.97,173.84,16.95,91.84,148.14,248.73,6.56,56.85,34.99,4.37,28.97,8.2,30.61,20.23,9.84,3.28,6.01,4.92,25.69,7.65,2.73,7.65,0,66.15
