stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,2.68,6.69,0,0,0,0,0,0,1.34,0,0,8.03,1.34,4.02,0,2.68,0,0,0,0,2.68,0,0,0,0,0,1.34,0,0,0,0,0,4.02
3Month,1.28,3.52,18.24,132.78,0.64,2.24,0.32,38.39,5.12,0.32,381.38,10.56,0.64,492.4,6.4,29.44,11.84,11.2,5.76,0.32,5.76,28.16,3.84,0.64,14.4,1.28,0,0.32,5.12,15.04,0.32,0,4.48,5.76,7.68
22Month,0.55,2.19,30.07,96.21,0.55,3.28,0,18.59,7.65,39.36,614.99,4.92,2.19,519.32,7.11,20.77,8.75,17.49,1.09,23.51,2.73,1.64,0,0,10.39,0,1.09,0,1.64,8.75,1.64,0.55,3.83,0,3.83
