stage,Epithelial.cell,Immune.progenitor.cell,Keratinocyte,Muscle.cell,Neural.progenitor.cell
24hpf,0,0,0,0,4.08640457285017
21Day,5.35413235281323,1.33853308820331,1.33853308820331,0,0
22Month,0,0,0,1.09330930239487,0
