stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,1.07,0,0,0,0,1.07,0,32.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,0,3.21,0,0,0,0,0,0,0,0
21Day,1.34,1.34,0,9.37,0,5.35,0,108.42,0,0,0,0,0,9.37,0,0,1.34,6.69,9.37,0,0,0,0,12.05,6.69,0,0,2.68,9.37,0,6.69,0,1.34,0,0,0
3Month,0,9.92,1.6,17.28,0,0,1.28,190.05,0,11.84,0,23.68,8.96,8.96,6.4,2.88,4.8,19.2,8.64,0.32,0.32,6.08,1.6,0,0.64,0.96,0.32,1.28,3.84,8.32,0,0,0,23.36,12.48,2.24
22Month,1.64,36.63,2.19,14.21,2.19,0,9.29,206.09,1.09,15.85,0.55,40.45,2.19,18.59,4.92,1.64,1.64,33.35,18.04,0.55,7.65,1.64,1.64,1.64,1.09,2.73,3.83,2.19,1.09,7.65,2.19,0.55,0,19.68,0,6.56
