stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,16.35,0,0,0,0,8.17,0,4.09,0,0,0,0,0,44.95,179.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,53.49,3.21,0,2.14,0,0,0,0,2.14,0,0,1.07,420.43,7.49,2.14,13.91,0,57.77,5.35,4.28,50.28,27.81,2.14,0,0,16.05,4.28,0,0,1.07,0,0,1.07,0,0,0
21Day,8.03,2.68,21.42,148.58,25.43,0,4.02,0,0,0,0,235.58,1.34,12.05,690.68,12.05,32.12,6.69,41.49,0,8.03,9.37,1.34,46.85,21.42,8.03,1.34,0,18.74,62.91,0,2.68,8.03,1.34,9.37,1.34,0,0,6.69
3Month,0.96,5.12,16,193.25,0,8.64,0,48.95,9.92,0.32,0,1330.99,15.36,0.32,980,12.16,24.32,15.04,20.48,3.52,0.96,7.68,8,2.24,0.32,11.2,1.6,0,0.32,24.32,0.32,14.4,0.32,0.32,0,0,4.8,7.36,14.08
22Month,2.19,13.67,53.57,219.21,0,2.73,1.09,69.43,22.96,15.85,0,3759.34,10.93,3.83,1215.76,3.28,13.67,14.76,14.21,0,45.37,17.49,0,1.64,0.55,14.76,6.01,5.47,0.55,7.11,0,7.11,1.64,6.01,0,0,1.64,0,4.92
