stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,12.26,12.26,0,0,0,0,12.26,73.56,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,1.07,0,8.56,0,0,1.07,0,21.4,11.77,0,1.07,0,11.77,0,0,1.07,0,0,1.07,0,0,0
21Day,1.34,0,0,14.72,2.68,0,2.68,0,1.34,0,0,0,9.37,0,1.34,4.02,0,8.03,0,0,0,0,10.71,8.03,0,10.71,0,12.05,1.34,0,5.35,1.34,1.34,0,0,0,0
3Month,0,1.6,0.32,7.68,0,0.64,0,0.32,18.24,0,17.28,1.28,0.64,2.56,0.96,1.92,4.16,3.2,0.64,0,0.32,0.32,0,0,0.96,3.52,0,0,0.96,4.8,0,0,0,0,0.64,8,2.88
22Month,0,1.09,0,2.19,0,0.55,0,2.19,41,2.73,35.53,1.09,0.55,5.47,0.55,0,4.92,2.73,0,0.55,1.09,0,0,0,0,0.55,1.09,0,0.55,0.55,0,0.55,0,0,0,0,1.09
