stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Spermatocyte
24hpf,8.17,0,0,4.09,0,0,0,0,0,4.09,4.09,0,0,0,0,0,4.09,0,0,0,0,0,20.43,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,2.14,0,5.35,0,0,0,2.14,0,0,2.14,0,0,0
21Day,1.34,0,1.34,6.69,1.34,0,0,0,0,0,5.35,0,5.35,0,0,0,9.37,0,0,0,0,2.68,1.34,0,0,4.02,9.37,0,0
3Month,0,0.32,0.64,3.52,0,0,0.32,0,0.32,0,60.47,0.64,7.04,0,0.96,0.32,8.96,1.28,0,0.32,0.64,0,0,1.92,0,0,0.96,6.4,1.28
22Month,0,0.55,0.55,4.37,0,0.55,1.09,1.09,0.55,0,270.59,0.55,14.76,0.55,0.55,0.55,9.29,0,8.75,0.55,0,0.55,0,3.28,0.55,0,0,0,0
