stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,4.09,0,0,0,0,0,0,0,0,0,4.09,4.09,147.11,4.09,0,0,0,1115.59,85.81,0,0,0,0,0,0,0,0,69.47,0,0
72hpf,1.07,3.21,2.14,2.14,0,0,0,0,0,0,0,0,1.07,4.28,4.28,3.21,0,0,0,188.28,16.05,0,0,5.35,0,0,1.07,0,0,155.12,0,0
21Day,0,0,1.34,4.02,1.34,0,0,0,0,0,10.71,0,0,2.68,16.06,2.68,0,0,0,22.76,1.34,0,0,0,0,0,0,0,2.68,16.06,0,0
3Month,0,3.52,6.72,0,0.64,0,1.28,2.88,3.52,1.28,2.24,0.96,0,2.88,47.03,0.96,0.32,0,0.32,11.2,0,0.32,0,0,3.2,32.95,0,0,0,1.6,10.88,1.6
22Month,0,7.11,2.19,0,0.55,0.55,0,17.49,18.59,0.55,14.76,1.09,0,0.55,99.49,4.92,0,0.55,0,14.21,0,0,0.55,0,1.09,22.41,0,1.09,0,0,0,1.09
