stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,4.02,0,1.34,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,1.34,0,0,0,0,0,0,0,0
3Month,0.64,0.64,10.56,22.4,0.64,4.8,0.96,0.32,280.28,2.88,0.96,124.78,1.28,2.88,0.96,7.04,0.64,0,2.24,3.2,0,0,2.24,0,0,0.32,4.16,1.6,0,0,0.64,0,1.92,2.24
22Month,0.55,4.92,24.6,36.63,2.73,28.43,10.39,15.31,1122.28,3.28,1.09,288.63,3.83,2.73,4.37,32.8,1.09,10.39,4.37,0.55,2.73,0,14.76,3.28,5.47,0.55,5.47,1.64,0.55,1.64,0,0.55,0,4.92
