stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,53.12,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,1.07,0,0,1.07,0,0,0,24.61,11.77,0,0,2.14,0,0,2.14,1.07,0,0,0,0
21Day,0,0,0,5.35,0,0,1.34,0,0,0,0,0,0,0,0,4.02,1.34,4.02,0,0,0,6.69,4.02,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0.32,0.32,9.6,0,0,0,0.64,0.64,0,12.48,0.96,0.32,4.48,0.96,3.2,0.64,1.28,0.64,0.96,1.28,1.6,0,0.32,0.32,0,0.96,16.96,0.32,0,0.32,0.32,175.01,0
22Month,0,1.09,1.09,1.64,0,0.55,0,0,1.09,1.09,18.04,0.55,0,3.83,0,0.55,1.09,1.64,0,0,0.55,3.28,0,0.55,0,0,0,4.37,0.55,0,0,0,0,0.55
