stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,0,0,57.21,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,8.17,77.64,0,0,0,0,49.04,612.96,0,0,16.35,0,0,0,0,0,0,0,0,0,0
72hpf,13.91,6.42,0,23.54,3.21,1.07,0,0,0,0,0,0,0,0,0,16.05,73.82,2.14,70.61,0,3.21,2.14,0,470.71,234.28,0,1.07,42.79,2.14,0,0,26.74,9.63,5.35,6.42,0,0,0
21Day,18.74,4.02,0,69.6,2.68,2.68,0,0,1.34,0,1.34,2.68,0,2.68,0,9.37,36.14,2.68,56.22,0,0,6.69,0,96.37,33.46,0,0,13.39,1.34,0,1.34,0,5.35,12.05,0,0,0,1.34
3Month,0.64,2.56,1.28,36.79,0.96,0,0.96,0.32,1.28,1.6,0,17.28,3.52,0.32,18.56,2.24,8.96,6.72,14.08,3.2,0,1.28,0.96,1.92,0,1.28,2.56,0,1.28,0.32,3.84,0.32,0.32,0,0,0.96,0.96,3.84
22Month,0,9.84,2.73,15.31,0,0,0.55,0,4.37,4.37,5.47,57.4,5.47,1.64,31.16,2.73,3.28,9.29,13.67,1.09,2.73,0,0,0.55,0,0.55,5.47,1.09,0,0,1.09,0.55,0,0,0,0,0,2.73
