stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,24.52,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,106.25,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,2.14,0,4.28,0,0,0,1.07,0,0,0,0,0,0,4.28,21.4,37.44,1.07,0,0,0,0,2.14,1.07,1.07,0,0,1.07,0,0,1.07,0,0,0,0,0
21Day,2.68,4.02,0,95.04,0,5.35,0,0,0,2.68,0,0,1.34,1.34,16.06,13.39,4.02,33.46,73.62,2.68,0,0,0,0,10.71,4.02,2.68,1.34,0,4.02,0,1.34,6.69,0,0,0,0,4.02
3Month,0.64,10.56,3.84,295.63,2.56,0,1.28,1.92,98.54,44.47,0,0,106.54,34.87,8.64,137.9,15.36,43.51,301.07,38.39,8.64,0.32,45.75,2.88,5.44,0,18.56,2.56,0,1.6,5.76,27.52,0.32,0.32,0,10.56,8.64,75.19
22Month,0.55,21.87,7.11,166.18,1.64,0,3.28,0.55,51.39,140.49,62.32,0,1282.45,18.04,18.04,91.84,3.83,16.4,346.03,43.19,3.28,12.03,18.04,0.55,5.47,1.09,10.39,4.92,1.64,2.19,4.37,15.31,2.73,0,1.09,1.64,0,34.44
