stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,61.3,24.52,98.07,8.17,4.09,0,4.09,0,0,0,0,0,0,0,0,8.17,24.52,224.75,0,0,0,0,81.73,1311.74,4.09,0,0,24.52,0,0,0,0,0,4.09,0,0,0
72hpf,24.61,7.49,28.88,5.35,2.14,0,0,0,0,0,1.07,0,0,0,14.98,12.84,2.14,172.24,0,3.21,5.35,0,68.47,270.66,0,3.21,0,141.21,2.14,2.14,19.26,0,0,10.7,0,0,0
21Day,24.09,0,13.39,0,5.35,0,6.69,0,0,0,0,0,16.06,1.34,0,10.71,4.02,113.78,0,0,8.03,0,28.11,73.62,1.34,1.34,0,36.14,8.03,9.37,12.05,1.34,1.34,2.68,0,0,1.34
3Month,0,2.24,10.88,0.64,0,0,3.2,0.64,13.44,0.32,4.48,1.92,3.52,2.88,0.32,5.12,10.56,21.12,1.28,0,1.28,8.64,0.32,0.32,0.64,3.52,0,0,0.32,18.88,0,0,0,0.96,5.44,0.64,2.56
22Month,1.64,5.47,5.47,0,0,3.28,3.28,0,25.69,2.19,187.5,8.75,4.92,1.09,0.55,0.55,33.89,21.32,0,6.56,1.64,0,1.64,1.09,1.09,3.28,0.55,0.55,0.55,27.33,0.55,0,0,1.09,0.55,0,1.64
