stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,4.28,0,0,1.07,0,1.07,1.07,0,10.7,2.14,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,8.03,0,5.35,13.39,0,9.37,0,1.34,1.34,0,0,4.02,1.34,4.02,196.76,0,4.02,1.34,5.35,0,0,4.02,0,18.74,6.69,6.69,0,0,5.35,1.34,13.39,1.34,1.34,4.02,0,0,6.69
3Month,1.28,1.92,39.67,61.11,0,0,2.88,0.64,28.48,8,0,398.98,14.08,0.96,1316.59,3.52,11.52,16.32,14.08,3.2,2.56,13.76,3.84,2.88,0,11.84,2.24,0,0.64,20.48,604.38,1.6,0,0,4.48,198.37,9.28
22Month,1.09,2.73,24.05,22.96,0,0,1.09,1.09,21.32,10.93,4.37,141.04,7.65,1.64,1566.17,0,2.19,9.29,10.39,0,3.83,3.83,0,0,0,13.67,2.73,0.55,1.09,0.55,92.38,0,0,0,1.09,2.19,2.19
