stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,36.78,32.69,0,0,0,0,0,0,0,0,0,0,155.28,0,0,4.09,0,0,0,0,8.17,126.68,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,7.49,202.19,2.14,0,0,0,0,0,0,0,0,0,16.05,24.61,0,16.05,0,0,0,25.67,88.79,39.58,1.07,1.07,8.56,1.07,0,1.07,1.07,0,1.07,0,0
21Day,1.34,0,5.35,9.37,52.2,1.34,0,0,0,0,0,1.34,0,1.34,2.68,17.4,18.74,2.68,1.34,0,0,0,5.35,24.09,21.42,1.34,0,8.03,2.68,1.34,1.34,1.34,2.68,0,0,0
3Month,0.32,0.64,0.32,35.19,14.72,0,0.32,0.32,1.28,2.24,0,16,8.32,0,5.44,311.63,9.28,2.24,4.8,0.96,0,2.56,22.72,96.94,0.96,3.84,0.64,0.96,4.16,35.51,0.96,0,0,0,8.64,3.52
22Month,0,0,0,19.13,9.29,0,0.55,0,1.64,2.73,0.55,41.55,1.09,1.64,1.64,50.29,12.57,1.64,1.09,0,1.64,0,4.37,49.75,0,1.64,0.55,0,0.55,17.49,0.55,0.55,0,0,0,1.09
