stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,5.35,0,0,0,0,0,0,0,0,6.42,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,4.02,0,0,97.71,13.39,0,6.69,0,1.34,0,2.68,0,174.01,4.02,6.69,46.85,845.95,18.74,0,0,0,0,36.14,22.76,2.68,0,0,8.03,17.4,0,1.34,0,4.02,0,0,144.56
3Month,0.96,9.28,5.12,773.96,0,8.96,0.32,59.83,24,0,70.07,28.48,13.44,64.31,8,28.8,2375.3,38.39,4.8,0.64,4.8,4.8,2.56,0,14.4,3.2,0,2.56,24,20.48,0.32,0,0,16,11.2,127.66
22Month,0,6.01,12.57,343.3,0,1.09,0.55,28.43,8.2,5.47,73.25,3.28,7.11,34.44,2.19,4.37,686.6,9.84,0,0.55,3.83,0,2.73,0.55,12.57,2.73,1.09,0,0,1.09,1.64,1.64,0,0,0,180.4
