stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,12.26,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,1.07,1.07,0,5.35,0,1.07,0,1.07,0,0,0,0,0,0,6.42,0,3.21,52.42,29.95,1.07,0,0,0,1.07,16.05,4.28,0,0,0,1.07,0,0,3.21,1.07,0,2.14,0,0,0
21Day,4.02,2.68,1.34,100.39,4.02,17.4,0,13.39,0,1.34,17.4,0,6.69,6.69,34.8,10.71,6.69,69.6,58.9,25.43,0,0,8.03,0,14.72,14.72,2.68,0,0,10.71,5.35,0,6.69,2.68,2.68,1.34,0,0,14.72
3Month,1.6,13.12,10.56,192.93,0.32,0,5.12,4.16,0.32,60.47,221.72,0.64,177.57,290.83,15.36,232.28,18.88,37.43,157.1,35.83,8.32,0.96,53.11,11.84,10.56,0,11.52,1.92,0,1.28,11.52,0.32,106.22,0,0.64,0,12.48,22.08,62.39
22Month,1.09,24.6,21.32,97.3,0.55,0,10.39,2.73,0,52.48,934.23,56.85,645.05,155.8,32.25,276.61,6.56,11.48,303.39,65.05,3.28,14.21,41,1.09,6.56,0.55,10.93,6.01,27.88,3.28,1.64,0,233.97,4.37,2.19,0.55,3.28,0,24.6
