stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,220.67,4.09,4.09,498.54,24.52,0,0,0,0,0,0,8.17,0,0,0,0,20.43,0,44.95,776.42,0,0,0,65.38,3085.24,0,0,28.6,0,0,0,0,4.09,0,0,0
72hpf,2.14,0,0,7.49,0,1.07,0,1.07,0,0,0,0,0,0,0,0,8.56,28.88,0,111.26,0,1.07,0,13.91,66.33,0,1.07,50.28,0,0,4.28,0,2.14,0,0,0
21Day,1.34,1.34,1.34,14.72,1.34,4.02,0,0,0,0,0,0,0,0,1.34,1.34,0,26.77,0,99.05,0,4.02,0,8.03,8.03,0,0,14.72,5.35,9.37,2.68,0,1.34,0,0,1.34
3Month,0,1.28,0.64,19.84,0,0,0.64,0,5.12,2.88,0,0,7.36,0.96,0,18.88,0.32,10.24,3.2,17.6,0.64,0.64,0.32,1.28,0.32,0.96,0,0.32,1.92,196.13,0,0.32,0,1.92,40.31,1.6
22Month,0,1.64,1.09,13.12,0,0,0,0,1.09,0,1.09,0,5.47,0,0,7.11,0,19.68,0,3.83,0,0,0,2.19,0,0,0,1.09,0,50.29,0,0,0,0,0,0
